feat,importance
l_codigo_1530_tequila_blanco_still_strength,4.226816676880695e-06
l_codigo_1530_tequila_george_strait_double_barrel_rosa_repos,0.0
l_codigo_1530_tequila_origen_extra_anejo,1.3691012494282314e-06
l_codigo_1530_tequila_reposado,1.8256947633019543e-05
l_codigo_1530_tequila_rosa_blanco,3.287169614588971e-05
l_codigo_reposado_w_50ml_blanco_50ml_rosa,0.00280255363444265
l_cody_road_american_malt_whiskey,2.051112747180854e-08
l_cody_road_barrel_old_fashioned,3.451292394802409e-05
l_cody_road_blackberry,3.920887311646971e-05
l_cody_road_blackberry_buy_the_barrel,0.0
l_cody_road_bourbon,1.5321278947615303e-05
l_cody_road_bourbon_cf_staff_barrel,1.8334968948861648e-05
l_cody_road_distillers_blend,1.6521062450424243e-05
l_cody_road_experimental_pinot_noir_barrel_finish,0.0
l_cody_road_experimental_5cities_brewing_barrel_finish_bourbon,0.0
l_cody_road_experimental_tequila_barrel_finish,0.0
l_cody_road_honey,2.326306264045707e-08
l_cody_road_maple,7.246161999347519e-06
l_cody_road_peach,6.071842689988421e-09
l_cody_road_rye,0.0002488103065017106
l_cody_road_single_barrel,1.2552987533334017e-05
l_cody_road_single_barrel_rye,0.0
l_cody_road_six_shooter_variety_pack_minis,0.0
l_cognac_park_xo_cigar_blend,0.0
l_cointreau_liqueur,0.0002084342338760957
l_cointreau_liqueur_mini,0.0
l_cold_zero_reserve,1.6857830034186585e-09
l_cold_zero_vodka,1.0591073712434572e-10
l_combier_cassis_liqueur,0.0
l_combier_creme_de_peche_de_vigne,0.0
l_combier_liqueur_de_banane,0.0
l_combier_liqueur_rose,0.0
l_comisario_anejo_tequila,0.0
l_comisario_reposado_tequila,0.0
l_compass_box_hedonism_whisky,0.0
l_compass_box_orchard_house,1.0895226244637965e-06
l_compass_box_peat_monster_whisky,0.0
l_compass_box_spice_tree_whisky,0.0
l_compass_box_the_story_of_the_spaniard,0.0
l_conciere_blended_whiskey,0.0
l_conciere_brandy,0.0
l_conciere_gin,0.0
l_conciere_rum_silver,0.0
l_conciere_spiced_rum,0.0
l_conciere_triple_sec,0.0
l_condesa_gin_clasica,0.0
l_condesa_prickly_pear_and_orange_blossom,0.0
l_connemara_12yr,0.0
l_control_c_pisco,0.0
l_coole_swan_irish_superior_cream_liqueur,0.0
l_coopers_craft_reserve_kentucky_straight_bourbon_whiskey,0.0
l_copper_king,2.0042111438589578e-11
l_copper_kings,0.0
l_copper_kings_use_code_17553,0.0
l_copper_kings_american_apple_brandy,0.0
l_copper_dog,8.841753525291657e-08
l_coral_isle_spiced_rum,0.0003271648361680734
l_corazon_anejo,9.77360304614141e-06
l_corazon_de_agave_blanco,0.0003247814406154096
l_corazon_de_agave_reposado,6.287672537114524e-06
l_corazon_reposado_buy_the_barrel,0.0
l_corralejo_99000_horas_anejo,0.0
l_corralejo_anejo,1.7059493957567768e-05
l_corralejo_extra_anejo,0.0
l_corralejo_reposado,7.503937376447618e-05
l_corralejo_silver,6.579842677301912e-06
l_corralejo_silver_vap_ranch_water,0.0
l_country_gal,5.261474984773386e-06
l_courvoisier_vs,5.3730111658344544e-08
l_courvoisier_vs_cognac,4.072177410116736e-05
l_courvoisier_vsop_cognac,7.825440990998401e-07
l_craigellachie_13yr_single_malt,0.0
l_creek_water_cinnamon_whiskey,0.0
l_creek_water_smoked_peach_flavored_whiskey,0.0
l_creyente_mezcal,0.0
l_crop_cucumber_vodka,0.0
l_cross_keys_rum,8.248483428662144e-06
l_crown_royal,0.0007489488356438469
l_crown_royal_18yr_extra_rare,2.117449438702369e-07
l_crown_royal_apple_and_peach_mini,5.2773512908317724e-05
l_crown_royal_black,3.352894205960554e-05
l_crown_royal_blackberry,0.0001319738449797051
l_crown_royal_deluxe_1_75l_w_holiday_bag_and_box,0.0
l_crown_royal_deluxe_w_8oz_flask,6.062784095549037e-06
l_crown_royal_deluxe_w_juicer,7.265656850734118e-07
l_crown_royal_deluxe_w_spirit_of_america_bag,2.715461291273463e-07
l_crown_royal_golden_apple,0.00013657295152853636
l_crown_royal_hand_select_barrel_buy_the_barrel,0.0
l_crown_royal_mini,2.0817749443821364e-05
l_crown_royal_northern_harvest_rye,4.587079299169544e-06
l_crown_royal_peach,0.00043391471521260743
l_crown_royal_peach_mini,5.7423910148065044e-05
l_crown_royal_regal_apple,0.0034075057366204
l_crown_royal_regal_apple_mini,5.2119446923456265e-05
l_crown_royal_regal_apple_w_8oz_flask,1.415099226957622e-06
l_crown_royal_reserve_12_year,4.680382213538206e-05
l_crown_royal_salted_caramel,0.0001329827770614187
l_crown_royal_single_malt,1.144429263778233e-06
l_crown_royal_special_reserve,1.8238564197110523e-05
l_crown_royal_vanilla,0.0003878656679207519
l_crown_royal_vanilla_mini,4.3906586275768014e-05
l_crown_royal_w_2_glasses,0.0
l_crown_royal_w_nfl_jersey_bag,1.4868857917854812e-05
l_crown_royal_whisky_sour_black_cherry_cocktail,8.854259077104048e-06
l_crown_royal_whisky_sour_cocktail_black_cherry,0.0
l_crown_royal_xo,3.5138632313780324e-07
l_cruzan_banana,0.0
l_cruzan_black_cherry,0.000924091170915982
l_cruzan_blackstrap,4.550155610585404e-06
l_cruzan_blueberry_lemonade,1.4548176001732752e-05
l_cruzan_coconut,6.700038365171252e-05
l_cruzan_dark,4.186257552637295e-05
l_cruzan_hurricane_proof,2.7835549769392584e-06
l_cruzan_light,1.284140991479909e-05
l_cruzan_mango,8.019867420307256e-06
l_cruzan_raspberry,3.7826836249284533e-06
l_cruzan_strawberry,4.99143874294115e-06
l_cruzan_tropical_fruit,7.954812167268898e-06
l_cruzan_vanilla,3.150361724125664e-05
l_crystal_head_aurora_vodka,0.0
l_crystal_head_cosmopolitan,0.0
l_crystal_head_espresso_martini,3.026526085196024e-05
l_crystal_head_onyx_vodka,1.745112381651659e-13
l_crystal_head_onyx_vodka_w_4_shot_glasses,5.316777511733637e-08
l_crystal_head_vodka,5.568393519933372e-07
l_crystal_head_vodka_pride_bottle,4.390762575057497e-06
l_cutty_sark_original_100yr_scotch,3.786087363938521e-05
l_cutty_sark_prohibition_100pf,0.0
l_cutty_sark_scotch,1.6136514221600637e-07
l_cutwater_tequila_anejo,0.0
l_cutwater_tequila_blanco,0.0
l_cutwater_tequila_reposado,0.0
l_d_usse_vsop,9.46298441540538e-05
l_d_usse_vsop_flask,4.839440039921665e-06
l_d_usse_xo,0.0
l_daimyo_no_shinobu_blended_whisky,4.178395229124559e-07
l_dalmore_1263_king_alexander,0.0
l_dalmore_12yr,1.1968179723661964e-05
l_dalmore_12yr_sherry_cask,1.0685060825367817e-05
l_dalmore_14yr,6.3799672152138294e-09
l_dalmore_15yr,2.72591320017851e-07
l_dalmore_18yr,0.0
l_dalmore_21yr,0.0
l_dalmore_25yr,0.0
l_dalmore_cigar_malt_scotch,0.0
l_dalmore_port_wood_reserve,1.0861321880538894e-06
l_dalwhinnie_15yr_single_malt_scotch,1.2425147570211758e-06
l_damos_apple_soju,2.974982719679247e-08
l_damso_apple_soju,0.0
l_damso_blueberry_soju,2.1380887152661896e-06
l_damso_ginger_soju,0.0
l_damso_grape_soju,9.662276443461248e-08
l_damso_lychee_soju,1.5218572609294347e-05
l_damso_mandarin_soju,6.633310372071071e-07
l_damso_original_soju,0.0
l_damso_peach_soju,1.3138919977047847e-06
l_damso_strawberry_soju,1.339889242672773e-05
l_damso_watermelon_soju,1.0397424610697995e-06
l_dark_arts_core_bourbon_black_sbw_barely_le,0.0
l_dark_arts_core_rye_green_srw_finished_with,0.0
l_dark_arts_whiskey_house_core_bourbon_black_sbw_barely_le,0.0
l_dark_arts_whiskey_house_core_bourbon_red_sbw_finished_wi,0.0
l_dark_arts_whiskey_house_core_rye_green_srw_finished_with,0.0
l_dark_arts_whiskey_house_bourbon_with_french_oak_creme_brul,0.0
l_dark_arts_whiskey_house_oloroso_sherry_bourbon,0.0
l_dark_arts_whiskey_house_toasted_japanese_mizunara_oak_staves,0.0
l_dark_artscore_bourbon_red_sbw_finished_wi,0.0
l_deaths_door_gin,2.4019608822107633e-08
l_deep_eddy_80prf,3.2474855099358096e-05
l_deep_eddy_cranberry,1.2960179589692806e-05
l_deep_eddy_lemon,4.771523244965713e-05
l_deep_eddy_lemon_mini,1.814378168724078e-05
l_deep_eddy_lime_flavored_vodka,9.430985447581483e-06
l_deep_eddy_lime_mini,5.155470748046988e-07
l_deep_eddy_orange,1.4031696624970764e-05
l_deep_eddy_peach,2.3200376610467375e-05
l_deep_eddy_ruby_red_grapefruit,5.161731286801349e-05
l_deep_eddy_ruby_red_grapefruit_mini,5.8395609777259945e-08
l_deep_eddy_sweet_tea,2.691763071147222e-05
l_defiance_buy_the_barrel,0.0
l_degroff_bitter_aperitivo,0.0
l_degroff_new_world_amaro,0.0
l_dehner_distillery_triple_sec,0.00015794095774679086
l_dekuyper_amaretto,0.0
l_dekuyper_anisette,1.727613762308383e-06
l_dekuyper_blackberry_brandy,2.2214381702159868e-07
l_dekuyper_blue_curacao,0.0007584536056088277
l_dekuyper_blustery_peppermint_burst,4.0641900513841747e-07
l_dekuyper_buttershots,0.0002869209660456602
l_dekuyper_buttershots_mini,0.0
l_dekuyper_buttershots_pet,4.069043286128158e-06
l_dekuyper_cactus_juice,2.2375842737331633e-06
l_dekuyper_cherry_pucker,0.0022022158863071436
l_dekuyper_creme_de_banana,2.52329212897936e-06
l_dekuyper_grape_pucker,0.00029595076256066827
l_dekuyper_hot_damn,2.012678563779107e-05
l_dekuyper_hot_damn_100prf,5.965879108752441e-07
l_dekuyper_hot_damn_pet,0.0
l_dekuyper_island_punch_pucker,1.5899029705474234e-05
l_dekuyper_luscious_peachtree,0.009564271169560469
l_dekuyper_luscious_peachtree_pet,7.695444007215781e-05
l_dekuyper_luscious_razzmatazz,5.585781216947403e-06
l_dekuyper_melon_liqueur,2.8906240566056137e-06
l_dekuyper_orange_curacao,0.00013858614209271894
l_dekuyper_ragin_root_beer,2.8399231019619736e-06
l_dekuyper_raspberry_pucker,1.851020155846181e-06
l_dekuyper_sour_apple_pucker,7.2010310289662e-05
l_dekuyper_sour_apple_pucker_pet,2.92140079264029e-07
l_dekuyper_strawberry_pucker,9.74507999819171e-06
l_dekuyper_triple_sec,0.002823395533336237
l_dekuyper_watermelon_pucker,0.0015949985649830172
l_del_maguey_chichicapa,0.0
l_del_maguey_jabali,0.0
l_del_maguey_las_milpas,0.0
l_del_maguey_mezcal_vida,4.856507723838188e-06
l_del_maguey_puebla,1.0210044321716987e-05
l_del_maguey_san_luis_del_rio,0.0
l_del_maguey_tobala,0.0
l_del_maguey_vida_de_muertos,4.725161401214555e-05
l_del_maguey_vida_de_muertos_w_2_glasses,4.220304425412591e-11
l_deleon_platinum,2.069488097059483e-06
l_deleon_reposado,1.7909882596609669e-06
l_delola_spritz_bella_berry,8.300729350044656e-09
l_delola_spritz_l_orange,3.004707971106399e-08
l_delola_spritz_paloma_rosa,2.258932588135051e-06
l_delord_bas_armagnac_25yr,0.0
l_delord_xo,0.0
l_des_moines_whiskey,0.0
l_desert_island_long_island_iced_tea_cocktail,4.397714204170768e-05
l_devils_river_agave_bourbon,0.0
l_devils_river_bourbon,0.0
l_devils_river_bourbon_w_2_50mls,0.0
l_devils_river_coffee_bourbon,0.0
l_dewars_12yr,3.3658186163785486e-05
l_dewars_12yr_scotch,1.0437460561820562e-07
l_dewars_19yr_us_open_2024_edition,6.613262416502334e-08
l_dewars_19yr_us_open_label,1.058915344718934e-08
l_dewars_discovery_pack_w_2_minis,4.7453401167620244e-08
l_dewars_double_double_21,4.283836529666752e-09
l_dewars_white_label_scotch,0.001670601882735438
l_di_amore_amaretto,1.3402121053885584e-05
l_di_amore_raspberry,0.0
l_dictador_insolent,0.0
l_dictador_perpetual,0.0
l_dictador_rum_12yr,0.0
l_dictador_rum_20yr,0.0
l_dimple_pinch,0.0
l_dimple_pinchhaig_haig,4.2234341586227034e-07
l_dinastia_real_anejo_craneo,2.67059019151597e-10
l_dinastia_real_extra_aged_muertos,2.104343747142882e-05
l_dinastia_real_extra_anejo_yr,0.0
l_dingle_gin,0.0
l_dingle_single_malt_irish_whiskey,0.0
l_dingle_vodka,0.0
l_diplomatico_ambassador,0.0
l_diplomatico_mantuano,1.3088492401811783e-05
l_diplomatico_planas,1.6700565787101865e-05
l_diplomatico_reserva_exclusiva,2.9245723526120753e-06
l_dirty_monkey,4.832409203794743e-06
l_dirty_monkey_mini,5.852270468217813e-08
l_disaronno_amaretto,9.64706250613928e-05
l_disaronno_riserva,0.0
l_disaronno_velvet_cream_liqueur,3.138816900742902e-05
l_disaronno_velvet_cream_liqueur_w_glass,0.0
l_distillers_gin_no_6,0.0
l_doc_brown_really_bad_rum_dark,0.0
l_doc_holliday_bourbon_7_years,8.990151109807452e-06
l_doladira,5.2183821312612675e-08
l_domaine_de_canton,0.00010223274139301003
l_don_agave_alebrije,3.7418616398942876e-07
l_don_agave_barrel_rested,0.0
l_don_agave_gold,7.78590677109661e-05
l_don_agave_silver,0.0001482352943462222
l_don_amado_mezcal_anejo,0.0
l_don_fulano_anejo,4.464774869176834e-06
l_don_fulano_anejo_tequila,0.0
l_don_fulano_blanco,4.828244394651807e-05
l_don_fulano_blanco_tequila,0.0
l_don_fulano_blanco_tequila_use_code_87665,0.0
l_don_fulano_reposado,2.4827982710326204e-08
l_don_fulano_reposado_tequila,0.0
l_don_julio_1942,8.39315158761343e-05
l_don_julio_1942_mini,6.176479781289348e-06
l_don_julio_1942_ultima,1.7317722913682354e-08
l_don_julio_3x375ml,6.26020825171074e-08
l_don_julio_70th_anniversary,0.0010930758263152122
l_don_julio_alma_miel,1.2946655102098873e-07
l_don_julio_anejo,0.00040238010140230575
l_don_julio_anejo_mini,1.284911623098267e-06
l_don_julio_blanco,0.00041960963482227617
l_don_julio_blanco_mini,2.659007159225263e-05
l_don_julio_blanco_mini_use_code_87482,0.0
l_don_julio_blanco_w_salt_rimmer,3.971880588421303e-08
l_don_julio_reposado,0.001501709328998399
l_don_julio_reposado_mini,3.649467408080521e-06
l_don_julio_reposado_primavera,3.931217623934766e-05
l_don_julio_rosado,3.1620702512439055e-05
l_don_q_151,0.0
l_don_q_coconut,0.0
l_don_q_cristal,4.214335291889722e-06
l_don_q_gran_reserva_xo,4.314146569769296e-09
l_don_q_limon,8.0282436273041e-08
l_don_q_passion,0.0
l_don_q_pina,0.0
l_don_q_reserva_7,0.0
l_dona_vega_espadin,0.0
l_dorado_gold_tequila,0.00015894673840600657
l_dorda_coconut_liqueur,0.0
l_dorda_coffee_liqueur,2.4063080239490404e-06
l_dorda_double_chocolate_liqueur,0.00014351895518211223
l_dorda_sea_salt_caramel_liqueur,1.4249891890293423e-05
l_dos_hombres_mezcal,3.4507014040051104e-05
l_dos_hombres_mezcal_w_fever_tree_pink_grapefruit_soda,6.585462498697168e-06
l_dos_primos_anejo_tequila,0.0
l_dos_primos_blanco,1.9920654066542042e-07
l_dos_primos_reposado,2.8535706604576285e-08
l_double_barrel_bourbon,1.1836267287755045e-08
l_double_cross_vodka,3.6564609212972205e-06
l_dough_ball_birthday_cake_whiskey,3.124130691285768e-06
l_dough_ball_cookie_dough_whiskey,4.655978987259528e-06
l_dr_mcgillicuddys_apple_pie,3.8062227734338304e-06
l_dr_mcgillicuddys_apple_pie_mini,5.251744183549265e-05
l_dr_mcgillicuddys_butterscotch,1.0341058960868394e-05
l_dr_mcgillicuddys_butterscotch_mini,6.410200647787893e-06
l_dr_mcgillicuddys_cherry,0.0003426885058724955
l_dr_mcgillicuddys_cherry_mini,3.5031704414795635e-05
l_dr_mcgillicuddys_mentholmint,0.0002426726781767933
l_dr_mcgillicuddys_mentholmint_mini,0.0
l_dr_mcgillicuddys_peach,4.710458722686755e-06
l_dr_mcgillicuddys_peach_mini,4.844650317801785e-06
l_dr_mcgillicuddys_peppermint,4.25573921296359e-06
l_dr_mcgillicuddys_raw_vanilla,1.5667166967714996e-06
l_dr_mcgillicuddys_root_beer,4.84790650351774e-06
l_dr_mcgillicuddys_vanilla,6.970360299974934e-07
l_dr_mcgillicuddys_wild_grape,4.806691015224484e-06
l_dr_mcgillicuddys_wild_grape_mini,9.398526507274014e-07
l_dragon_fandango_vodka_berry,2.9457626142924957e-06
l_dragon_fandango_vodka_mango_and_passion_fruit,6.4047851245748185e-06
l_dragon_fandango_vodka_pineapple_and_papaya,1.9402714694365457e-07
l_drambuie_liqueur,1.7095784282703385e-05
l_driftless_glen_american_single_malt,0.0
l_driftless_glen_bourbon,1.002747798331906e-05
l_driftless_glen_bourbon_de_naranja,0.0
l_driftless_glen_cask_strength_single_barrel_rye_buy_the_barre,0.0
l_driftless_glen_handpicked_single_barrel_cask_strength,0.0
l_driftless_glen_port_finished_bourbon_buy_the_barrel,0.0
l_driftless_glen_single_barrel_straight_bourbon_buy_the_barrel,0.0
l_driftless_glen_single_barrel_straight_rye_whiskey,0.0
l_drumshanbo_brazilian_pineapple_irish_gin,0.0
l_drumshanbo_california_citrus_irish_gin,2.3549265341308342e-08
l_drumshanbo_gin_trio_pack_mini,1.6003500418910826e-08
l_drumshanbo_gunpowder_gin,1.1769595543252532e-06
l_drumshanbo_gunpowder_irish_gin_dragon_ceramic,2.3206147876330566e-08
l_drumshanbo_sardinian_citrus_irish_gin,2.7950940710449524e-07
l_drumshanbo_sardinian_citrus_irish_gin_ceramic,0.0
l_drumshanbo_sausage_tree_pure_irish_vodka,1.8379417260722455e-08
l_drunshanbo_brazilian_pineapple_irish_gin,1.93606328677144e-05
l_dry_fly_bourbon_101,0.0
l_dry_fly_straight_triticale_whiskey,0.0
l_dry_fly_straight_wheat_whiskey,0.0
l_dubliner_honeycomb_liqueur,8.077356720973246e-07
l_ducks_unlimited_ceramic_edition,1.1095533506643618e-08
l_duke_double_barrel_rye_founders_reserve,0.0
l_duke_kentucky_straight_bourbon_whiskey,1.0595948955274259e-07
l_dulce_vida_blanco,9.904398022027424e-08
l_dulce_vida_grapefruit,0.0
l_dulce_vida_lime,6.830249598240176e-08
l_dulce_vida_margarita_rtd,0.0
l_dulce_vida_paloma_rtd,0.0
l_dulce_vida_pineapple_jalapeno,3.890652612785526e-05
l_dulce_vida_watermelon_margarita_rtd,0.0
l_dunamis_interstellar_bourbon,0.0
l_e_j_apple,2.666592412376508e-05
l_e_j_peach,4.38711991173282e-06
l_e_j_vanilla,4.749891392334863e-07
l_e_j_vs,0.00010895110199243999
l_e_j_vs_mini,7.777039851335e-06
l_e_j_vs_pet,1.869899772353746e-05
l_e_j_vs_round,1.5142465515941406e-05
l_e_j_vs_square,8.160436077206552e-05
l_e_j_vsop,2.6130629087358346e-05
l_e_j_vsop_mini,1.1393314717676505e-05
l_e_j_xo,6.275476179583079e-06
l_e_g_booz_kentucky_straight_bourbon_whiskey,0.0
l_e_g_booz_kentucky_straight_rye_whiskey,1.2363900311866744e-12
l_e_t_51_espresso_flavored_vodka,0.0
l_eagle_rare,7.803816187026505e-06
l_eagle_rare_sazerac_barrel_select_buy_the_barrel,0.00012367841324579403
l_eagle_rare_single_barrel_buy_the_barrel,0.0
l_early_times_36_mo_ky_str_bourbon,4.735369180199279e-09
l_early_times_36_mo_ky_str_bourbon_pet,7.663880473540557e-06
l_early_times_bottled_in_bond,3.8332117503568194e-05
l_eden_mill_golf_gin,0.0
l_eden_mill_love_gin,0.0
l_edinburgh_gin_rhubarb_ginger_liqueur_use_code_933457,0.0
l_edradour_10yr,0.0
l_effen_80prf,1.962813594909248e-05
l_effen_black_cherry,3.031707971650278e-07
l_effen_blood_orange,6.620245493651297e-06
l_effen_cucumber,8.241163773800998e-05
l_eggo_brunch_in_a_jar_sippin_cream,0.0
l_eh_taylor_jr_barrel_proof,1.3494545298100262e-06
l_eh_taylor_jr_sazerac_barrel_select_buy_the_barrel,0.0
l_eh_taylor_jr_single_barrel,9.995231368499724e-06
l_eh_taylor_jr_small_batch,1.0153102098787164e-05
l_eh_taylor_straight_rye_whiskey,8.981179851825779e-06
l_eigashima_whisky_akashi_ume_japanese_plum_whisky,0.0
l_eight_reserve_by_818,0.0
l_eight_reserve_by_818_tequila,1.1519267452673725e-08
l_el_dorado_12yr_aged_rum,0.0
l_el_dorado_15yr_special_reserve_rum,0.0
l_el_dorado_21yr_special_reserve_rum,0.0
l_el_dorado_3yr,0.0
l_el_dorado_8yr,0.0
l_el_dorado_cask_5yr,0.0
l_el_dorado_rum_cream_liqueur,0.0
l_el_dorado_special_reserve_12yr,0.0
l_el_dorado_special_reserve_12yr_use_code_944229,0.0
l_el_jimador_anejo,1.0603485970157028e-08
l_el_jimador_reposado,7.887168325334423e-05
l_el_jimador_silver,1.4686125864485056e-05
l_el_jolgorio_cuixe,0.0
l_el_mayor_anejo,2.1293505836835883e-05
l_el_mayor_blanco,2.44060495744329e-05
l_el_mayor_cristalino,3.105953734832146e-06
l_el_mayor_cristalino_masters_collection_buy_the_barrel,0.0
l_el_mayor_extra_anejo,0.0
l_el_mayor_reposado,6.690747393638055e-06
l_el_tesoro_platinum,0.0
l_el_tesoro_reposado,0.0
l_el_trago_blanco,9.637195935936658e-10
l_element_fusion_series,0.0
l_elijah_craig_toasted_barrel,6.124772071427872e-05
l_elijah_craig,5.3509256324702354e-05
l_elijah_craig_18yr_single_barrel,4.152968287877707e-06
l_elijah_craig_94_proof_private_barrel_buy_the_barrel,0.0
l_elijah_craig_barrel_proof,1.7739127056710053e-05
l_elijah_craig_barrel_proof_private_barrel_buy_the_barrel,0.0
l_elijah_craig_rye,7.611189554135148e-06
l_elijah_craig_rye_holiday_vap,2.785618310457371e-08
l_elijah_craig_rye_toasted_barrel,2.0565202765434466e-06
l_elijah_craig_small_batch,9.950843596851686e-05
l_elijah_craig_small_batch_2024_pga_championship_ed,2.9579246816611373e-06
l_elijah_craig_small_batch_w_old_fashion_jigger,4.241218586901632e-05
l_elijah_craig_toasted_barrel_proof_private_barrel_buy_the_bar,0.0
l_ella_williams_pear,5.5038534005105734e-08
l_elmer_t_lee_bourbon,4.882215173984948e-06
l_elvis_midnight_snack_flavored_whiskey,7.254353928738091e-06
l_elvis_straight_rye_whiskey,6.01478205753215e-08
l_elvis_straight_tennessee_whiskey,1.1073096624835238e-08
l_empress_1908_cucumber_lemon_gin,5.441609074950871e-07
l_empress_1908_elderflower_rose_gin,4.293779849470819e-06
l_empress_1908_gin,4.901955315765727e-05
l_end_of_days_survivors_cut_bourbon,0.0
l_end_of_days_survivors_cut_rye,0.0
l_engine_organic_gin,1.4972963824767617e-08
l_english_harbour_rum_5yr,0.0
l_espolon_anejo,3.652283421696517e-07
l_espolon_blanco,0.00018028690259694265
l_espolon_cristalino,1.5961449236144092e-07
l_espolon_flor_de_oro,8.609689578652327e-09
l_espolon_reposado,8.170324822425911e-05
l_esprit_edouard_absinthe,0.0
l_etter_kirsch_aop_zug_eau_de_vie_edelweiss,0.0
l_evan_williams_black,0.00018044920744514915
l_evan_williams_1783_small_batch,1.2536203866273692e-05
l_evan_williams_apple,2.273102519868153e-06
l_evan_williams_black.1,0.00026765486460613667
l_evan_williams_black_mini,3.2635266912000405e-06
l_evan_williams_black_pet,2.3431051757932637e-07
l_evan_williams_bottled_in_bond,1.4420434254679578e-05
l_evan_williams_cherry_reserve,1.8390921106032055e-06
l_evan_williams_egg_nog,2.06713097075284e-05
l_evan_williams_fire,0.0
l_evan_williams_honey,7.668006974386528e-06
l_evan_williams_honey_reserve_mini,3.8520731470316204e-08
l_evan_williams_peach,1.4814617494088166e-05
l_evan_williams_peach_mini,0.0
l_evan_williams_peppermint_chocolate_egg_nog,4.440024525097886e-09
l_evan_williams_spiced_cider,0.0
l_evan_williams_white,0.0002017136591480737
l_everclear_151,0.00013261108535482416
l_everclear_190prf,9.062153166899087e-07
l_exotico_blanco,0.0500664590331744
l_exotico_reposado,9.670100079507182e-06
l_ezra_brooks_99pr_bourbon,8.314115375798869e-06
l_ezra_brooks_bourbon_cream,4.178667396364929e-06
l_ezra_brooks_full_proof_buy_the_barrel,0.0
l_ezra_brooks_port_cask_finish,2.8490661154281256e-07
l_ezra_brooks_rye_99,2.2484813119711614e-07
l_ezra_brooks_stave_finish_baking_spice_clover_buy_the_barrel,0.0
l_ezra_brooks_stave_finish_collection_french_oak_dark_chocol,0.0
l_ezra_brooks_stave_finish_collection_sweet_sugar_cinnamon_buy,0.0
l_faccia_brutto_amaro_alpino,0.0
l_faccia_brutto_amaro_gorini,0.0
l_faccia_brutto_aperitivo,0.0
l_faccia_brutto_centerbe,0.0
l_faccia_brutto_fernet_pianta,0.0
l_familia_camarena_anejo,0.0
l_familia_camarena_reposado,6.276200625334627e-06
l_familia_camarena_silver,2.5605247494273702e-06
l_famous_grouse_scotch,1.5713273053054085e-05
l_famous_grouse_smoky_black,0.0
l_far_north_roknar_bonded_rye_whiskey,1.714798130123184e-05
l_far_north_spirits_hazlet_single_varietal_bonded_rye,0.0
l_farmstock_iowa_batch,2.846019358658054e-06
l_fernet_branca,0.10335331671499323
l_ferrand_dry_curacao,3.197240115210248e-07
l_field_fire,0.0
l_field_of_dreams_small_batch_bourbon,8.751065202783736e-06
l_field_of_dreams_whiskey,3.072407240170131e-06
l_fiero_habanero_tequila,0.0
l_figenza_mediterranean_fig_vodka,5.652573500619104e-09
l_fighting_cock_bourbon,0.0
l_finagrens_irish_whiskey,0.00017903122540656422
l_finlaggan_old_reserve,0.0
l_finlaggan_single_cask_sms_port_finish,0.0
l_fiorente_elderflower,0.0
l_fireball_2023_special_edition,4.7207459222370887e-07
l_fireball_birdie_shot_mini,1.41297640549658e-06
l_fireball_cinnamon_whiskey,0.0011077634121046634
l_fireball_cinnamon_whiskey_100ml_carrier,0.0001484340673599224
l_fireball_cinnamon_whiskey_adult_trick_or_treat_bag_mini,1.3288453191058258e-06
l_fireball_cinnamon_whiskey_candy_canes,8.565253169001029e-06
l_fireball_cinnamon_whiskey_keg,3.2600829440217292e-06
l_fireball_cinnamon_whiskey_keg_1pk,0.0
l_fireball_cinnamon_whiskey_mini_dispenser,0.0005397964678541945
l_fireball_cinnamon_whiskey_mini_sleeve,0.0006207870669763095
l_fireball_cinnamon_whiskey_party_bucket,0.0006977266980221926
l_fireball_cinnamon_whiskey_party_cooler,0.0
l_fireball_cinnamon_whiskey_party_yard_mini,3.673052621334077e-08
l_fireball_cinnamon_whiskey_pet,0.0007467926158663547
l_fireball_dragnum,1.86351921895498e-06
l_fireball_fall_tailgate_bag,2.5808175005157317e-08
l_fireball_gift_box,3.161314656789395e-08
l_fireball_holiday_stocking,6.403023111708874e-07
l_fireball_small_batch,2.803962659336869e-05
l_fireball_special_edition,9.838222245659108e-08
l_fireball_square_party_bucket_mini,1.4212081540257628e-05
l_fireball_summer_bag,1.4505890467988907e-07
l_fireball_valentine_pack,2.622120273357261e-06
l_fireball_window_box_minis,4.12022094151417e-06
l_fireball_winter_bag,1.735985075638588e-09
l_fireball_wreath_tray_7_14pks,3.431828366590867e-08
l_firefly_peach_moonshine,0.0
l_firefly_sweet_tea,1.768362562349777e-05
l_five_farms_irish_cream_liqueur,7.208038188386558e-07
l_five_farms_irish_cream_liqueur_mini,0.0
l_five_o_clock_gin,3.704070917403312e-05
l_five_o_clock_gin_pet,3.036294598727901e-06
l_five_o_clock_vodka,0.0009904076065079639
l_five_o_clock_vodka_pet,3.121194738973601e-05
l_five_star,0.004675726242363676
l_five_star_pet,9.732550699660787e-06
l_flecha_azul_anejo,0.0
l_flecha_azul_blanco,7.958198753154725e-08
l_flecha_azul_extra_anejo,0.0
l_flecha_azul_reposado,0.0
l_fleischmanns_80prf_vodka,0.0003424001326503832
l_fleischmanns_gin,6.85712334161342e-05
l_fleischmanns_whiskey,1.2131000130713892e-06
l_floki_icelandic_single_malt_whisky,0.0
